date,content,fireworks_deepseek-chat_labels
6/26/21 4:08,Absolutely the biggest joke of an app I've ever seen in my entire life customer service speaks zero English. One time is all it took for me to delete the app,Customer Support Experience
1/15/21 15:41,Its not working for me,App Bugs / Payment Issue
7/1/20 20:56,"The only reason I give 1 star is so hopefully this will flag. I've had multiple drivers take hours to deliver. You need to let us tip the drivers AFTER we get our food so we can hold them accountable. I get it if you gotta deliver multiple places, but it shouldn't take two hours to get food and when you can see the driver parked at Walmart for an hour or two.",Delivery Issue
12/22/23 0:56,"Be careful about making changes to a preorder. It gave me the option to click a button that said ""make changes to order"". I made a change and it charged me for the unadjusted order and the new one and sent me both. I discussed this with the GrubHub supervisor on duty and they told me there was nothing they could do. I said well it's nice to know that the app can malfunction and take my money without my permission for a second order. When it clearly said it was adjusting my original.",App Bugs / Payment Issue
4/16/22 23:26,horrible customer service. they don't refund fees when they screw up a delivery. I will NEVER use grub hub again!,Customer Support Experience
11/7/22 1:17,I really want to like this app but it keeps saying we've stumbled upon an unknown error try again. I cleared my cache and cookies.. uninstalled the app. Still doesn't work. I am going to cancel my GH+ subscription. NOT WORTH IT!!!,App Bugs / Payment Issue
9/5/20 21:07,"Keeps forgetting location. Rekey address works for a time or two and then forgets location. If I select pickup it remembers location, but forgets when I select delivery. Other restaurant delivery apps don't have that issue.",App Bugs / Payment Issue
7/28/20 19:17,No delivery available for a week. Support is useless. Only shows one restaurant for delivery and the rest is pickup only. I have used this app a couple of times a week for the past few months with no problems. Even when adding an address accross the street from the restaurant it wont work,App Bugs / Payment Issue
3/25/21 2:50,What the hell is the point of GH+ if you're still charged a service fee? Lol. What a joke.,Price / Cost Complaint
6/10/21 0:06,The support line is not helpful at all you can't cancel the order at all or try to make any adjustments.,Customer Support Experience
11/14/23 22:35,"Deleting app. Warning: do not ""Add Item"" to an order you placed one minute before. Grubhub will send your order and not tell you they are then sending and billing you for a second order. Customer service did not care",App Bugs / Payment Issue
8/1/21 15:31,You should all like do not download GrubHub because they are keeping so many secrets from you,App Bugs / Payment Issue
6/14/20 0:40,"Waited 3 hours for a delivery that never came, talked to customer service 3 time they all told me a new driver was sent and it would be another 30 mins until it was just canceled because it was too late. And then I was told a customer service supervisor would be contacting me and still has not.",Delivery Issue
3/8/22 21:41,When I first downloaded the app everything worked fine but the last couple times I had nothing but issues. Half the food is missing or cold food. On the last order the delivery window changed 3 times to where it would arrive 2 hours after the original order time and had to cancel. And that is just a few of the issues. Done with this.,Delivery Issue
8/8/21 21:05,My order was wrong I checked offNO HOT PEPPERS AND NO HOT SAUCE THEY PUT BOTH ON BOTH CHEESE STEAK SANDWICHES.PLEASEREPLY,Order Accuracy
6/2/20 2:16,They stole my mother's food and GrubHub did not do anything about it and told her not to order from them again she spent over $150 for this whole family we got our food stolen do not order from them guys they are scammers,Delivery Issue
8/31/22 21:46,my two favorite restaurants in SSF are not on gh,App Bugs / Payment Issue
6/26/20 23:41,Delivery from grubhub always takes at least 2 hours uoSS,Delivery Issue
5/6/20 1:54,"Grubhub is a SCAM. They take your order and your money and never deliver anything! This us the second time they have taken my order and then ghosted - NO updates, NO calls, NO notifications for the restaurant. NONE.",Delivery Issue
9/10/22 1:39,"I and a friend of mine have been ordering food to be delivered to Children's Hospital in Little Rock Arkansas for our friend who has a seven-year-old son with a brain tumor. Lately, every order is late, and the drivers want someone to come to the parking lot to get the food. We try to explain to the driver that there is a table for deliveries inside the hospital lobby, and that a young girl is getting the order as mom is with the child who is sick. Today my driver left it outside the lobby.",Delivery Issue
2/2/21 20:06,Food is always late and cold as well. Customer service is rude and drivers are not helpful as well.,Delivery Issue
11/15/22 1:25,Lately this app/service fails more often than it works.,App Bugs / Payment Issue
11/10/21 16:27,App hardly works. And the lag always slows down or cancels my order. I've had to spend 30 minutes to an hour just to order!! This is ridiculous.,App Bugs / Payment Issue
12/27/22 0:30,I specified for the delivery to be made face to face to assure that I get my items. The driver left my order and I did not receive a message from the driver or a notification from the app. I am unable to adjust the tip or give feedback on a driver and I am not able to contact Grubhub directly about an order either. Terrible customer service all around.,Customer Support Experience
11/5/20 20:25,"So a driver can actually not deliver the food and get away with getting the tip and your delivery fee charged to my card? No thanks, I'll go somewhere else. The delivery address was correct, delivery instructions clear, and contact information correct. I was never contacted if he was lost or confused.",Delivery Issue
12/9/22 3:20,Horrible customer service! The wait time and driver changes multiple times once an order is placed. Then when u want to cancel an order you have to have a 30 minute conversation with there customer service just to get it canceled. Use uber eats or doordash instead.,Customer Support Experience
11/7/22 22:41,Would not accept debit card what a waste of timeuoPS,App Bugs / Payment Issue
7/14/22 1:13,"Horrible experience, on multiple orders, if they end up delivering food it's cool / delayed.",Delivery Issue
9/21/22 9:17,Every order gets cancelled even when leaving an 60% tip not sure what the point of the service is if they can't deliver. I'm just going to cut my loses and uninstall. Uber Eats and Doordash seems to be more reliable.,Delivery Issue
5/5/20 23:07,"Excess delivery fees, after tonight I will not be using again.",Price / Cost Complaint
5/30/20 16:23,How can you show me restaurants in my area of none of them are available to order from? What's the point?,App Bugs / Payment Issue
5/9/20 17:55,I order food at 7am and it kept getting delayed over and over till it said delivery expected time is 10am.. HELLL NAAAAAAA-Ms Sophia Voice,Delivery Issue
1/3/23 23:26,My account was hacked and GrubHub has done NOTHING. I have talked to 4 different agents and nobody has been able to fix the fraudulent charges. The person who stole my account even changed the email and I can't get access anymore. Nobody has been able to help me even with a ticket number. I would recommend not to use this service. If you need to use it be vigilant of charges.,Customer Support Experience
4/29/20 19:01,The app didn't ask me for my address it just chose where to send my order. 2 cities away from me. There isn't an easy way to cancel an order. I got a customer service agent after 20 minutes and they told me the restaurant was preparing my meal already and there was nothing they could do for me. I'm out $30 and I didn't get my good. I'm disappointed and frankly pissed off by this.,App Bugs / Payment Issue
6/15/21 0:38,Why is literally every coupon code you send me expired,App Bugs / Payment Issue
3/28/22 18:15,"Since mid of February, Grubhub haven't refund me, instead they had charged me automatically 3X of the GB+ membership and many restaurant orders this whole month of March including today without me knowing. They said I'm unable to use my account because I'm blocked from my account, but GrubHub staffs are ordering food over $90 on my Bday and among other orders. uo+-uSSOu*uSSiuo+uoSSuodeguSS"" Total of $500. What's going on GRUBHUB?!",App Bugs / Payment Issue
1/13/22 17:42,taxes and fees are way too much! Can't prser anything except for menu options easily.,Price / Cost Complaint
12/21/22 23:41,Nothing to offer in my area did not want my business.,Others
5/9/21 19:57,"Decided to give another chance. Still comically bad. Wildly inaccurate menus. Wildly inaccurate hours. Says everything is always closed when it isn't. Doesn't have any way to report errors, because they simply don't care. What boomer made this....? This couldn't possibly have passed beta testing.",App Bugs / Payment Issue
2/7/23 2:46,Nothing wants to work and is always telling me something is wrong with my payment method and it wont even delete something if i decide not to get it.,App Bugs / Payment Issue
6/29/23 6:28,My 1st time using it they tried to take my money and cancel my order,App Bugs / Payment Issue
12/15/21 2:50,"I am a driver, here's a tip. If you are not tipping before, or only tipping $2-$3 then the driver is probably only going to make less than $6. If the delivery is going to take 20min+ then your order might not get picked up, unless it's by a new driver who is desperately trying to maintain a 100% delivery rate. I can't survive off of $6 orders, so if you tip at minimum $5 then I bet your orders are more likely to be prioritized. I'll add, I waited 45 minutes for an order, GH paid me less than $3",Price / Cost Complaint
2/8/22 20:56,"The app is great, this issue is service! I canceled my membership a few weeks ago! Traveling and ordered 100 worth of food and the driver had the audacity to show up with no utensils and I put on every item utensils pls. Noone had anything to eat with when I got food, Alfredo!! And they didn't care basically said nothing we can do. Good luck eating chicken alfredo with your hands! Door dash is way better anyway",Order Accuracy
6/20/20 22:02,Worst experience of my life first time ever ordering them the driver takes the food to the wrong location I try to get them to credit me my food they finally do after 30 minutes on the phone and then when I go to use the promo code it doesn't work worst customer service in the history of customer service,Customer Support Experience
1/10/24 1:07,Overpriced and slow. I ordered food and my meal was $27 but by the end of ordering it was 46. Some of this is excused $2 was tax and I tipped 30% but grubhub added a delivery fee of 5 dollars on top of a service fee which was another 2. Two separate fees thats totaling $7 on top of my order at least get rid of the service fee because what's the point the service is you delivering my food a service paid for by the delivery fee it just seems like they want to get more money from us.,Price / Cost Complaint
6/10/22 1:11,"My orders keep getting automatically cancelled and, despite subscribing to GrubHub+, my benefits don't show up and it keeps advertising the membership",App Bugs / Payment Issue
3/11/23 3:23,"Recent update has messed up typing in the app, so if there's an issue you can't message support. Terribly unorganized and getting worse with every update",App Bugs / Payment Issue
7/16/22 20:18,Very poor and glitchy app. would not go through to paypal or venmo. Messed up the quantity ordered and had to edit the order after purchase. There's a reason Grubhub has partnered with Amazon Prime to offer free delivery. This is easily the worst of the restaurant delivery options out there.,App Bugs / Payment Issue
3/16/21 7:23,This app is the worst bro had me waiting 2hrs then customer care said it was the restaurant when the restaurant assured me my food was ready that its grubhub pushing back my order then they canceled my order! Dont accept orders if drivers are not available now I have to wait 5 days for a refund,Delivery Issue
3/16/21 20:47,"They didn't refund me when I tried to cancel my order. Neither grub hub nor the restaurant wouldn't let me refund or cancel my order. They didn't even confirm the order, yet they won't refund me. Very disappointed. Not using this app ever again.",App Bugs / Payment Issue
10/6/20 23:55,They send you pickup coupons and its a delivery service and then there coupons dont work as well.. YOU GUYS SUCK...,App Bugs / Payment Issue
12/15/21 3:25,"The absurd fees don't make it worth ordering, even with their most generous promo codes. $10+ not counting delivery OR tip. Just random fees. And if you ever order a drink, you will NOT get it. And then you won't even be able to report that it was missing from the order to get it refunded. All this is assuming it doesn't glitch out and lets you order at all. New year, new delivery app for me.",Order Accuracy
1/27/22 0:03,"I was robbed. I ordered chips and an energy drink for pick-up, yet I only got chips because they were out of the type of drink I ordered. I neither got the credit back or the drink replaced with something similar, either. In fact, the guy tried to make me buy another energy drink on top of the one I bought but wasn't getting. Complete scam. Not using GrubHub ever again. What a freaking joke.",Order Accuracy
12/31/23 22:24,"I wasted money on a gift card/credit that I can't even use because ""terms apply"" but then there's no link to those terms when I try to find it. Absolutely waste of money and time.",App Bugs / Payment Issue
8/17/21 21:26,Absolutely horrible experience. I ordered a delivery an hour ahead of time and it took almost two hours for my food to be delivered from a shop 10 minutes away. So I spent my entire lunch break without food and had to eat my lunch while working thirty minutes after my lunch break and almost two hours after the scheduled delivery. Then when I report that it was so late they only offer me $10 off my next order and do nothing about the $22 order that was two hours late. I don't even get to a person,Delivery Issue
6/4/22 5:39,"Drivers frequently have problems delivering to my door, but this last order takes the cake. A full hour after I placed an order that was supposed to take 20 minutes the order gets canceled because of a missing menu item. Maybe someone could have seen that before waiting an hour? Maybe someone could have been less rude on the phone when telling me they were canceling my order. I get the plus service for free from work and this still isn't worth it with that customer service.",Customer Support Experience
2/26/22 14:43,I'm putting my full address in and it's showing no restrurants in my area open and it was plenty open when I enter just zip code,App Bugs / Payment Issue
5/29/20 7:21,Cant place an order it just keeps saying unknown error after I submit my CC information and click review order,App Bugs / Payment Issue
3/8/23 1:58,Helped me realize the worth of picking my own damn food up and stop being lazy. That's all I can thank them for. They forgot my food at the restaurant. They told me all they could do for me was refund me for the missed item and place another order. Claim they had no way to contact a driver to pick up and deliver the missing item. No idea how they can't ping someone to do this. No effort to make things right. Shouldn't have to wait a second hour b/c of their mistake. Poor excuse of a company.,Order Accuracy
2/8/21 0:29,People don't check the orders I've gotten the wrong order multiple times IDK if it's the driver or the restaurant but People are handing out anything,Order Accuracy
9/17/22 5:04,"Don't know why this app has 4.5 stars yeah their service is ""free"" through Amazon Prime but there's no way of easily sorting out the food types, open locations and it even shows me locations that don't deliver to my address. Like why bro? It was looking so good till I find out they don't deliver lol trash don't download and waste your time.",App Bugs / Payment Issue
4/25/23 16:34,Had 200 dollars in gift card after the birth of my son. Only got to use about 30 dollars before they locked and eventually deleted my account and took my money.,App Bugs / Payment Issue
3/21/21 2:24,Charge you 20$ more than ordering from the original food site so they ripping you off,Price / Cost Complaint
11/14/20 19:46,"The new version of this app really sucks!! You can use any of your saved addresses. And when I type in my home address. The app tells me that no such restaurants available. So, I'm getting rid of it until they can come up with a better version!",App Bugs / Payment Issue
2/7/21 18:38,"Updated 2/7/21 Now that GH is charging ridiculous fees like DoorDash, we'll go back to calling directly and limiting our choices. 18% for operating expenses?!? Like the amount we order has ANY correlation to your costs. What a disappointment.",Price / Cost Complaint
1/7/21 22:37,It's a horrible app. Nope..just nope.,App Bugs / Payment Issue
11/6/23 21:41,Don't know were they left my food,Delivery Issue
12/30/20 22:43,$15 of fees on a $65 meal not including tip...,Price / Cost Complaint
10/21/20 15:46,"Terrible drivers. I ordered Chipotle, forgot to get a side of sour cream, updated notes for driver; extra cash tip if they can pick it up for me. Dude goes through my bag, puts the queso on top, and when he arrives he sets the food on the table by my door, and said it was the sour cream. As I get closer and hand him the tip I noticed it's yellow and I question him. He says ""it's in there I asked them for it"" Unsure, I let him walk away with the tip. Missing 2 tacos and 1 drink no sour cream.",Order Accuracy
2/2/21 23:04,can't order it keeps kicking me off and freezing,App Bugs / Payment Issue
5/9/20 1:46,I don't like how it says FIRST DELIVERY FREE but it tried to charge me $6 delivery fee. Those lies are exactly why some family members & I had to uninstall the app. uoi,App Bugs / Payment Issue
4/11/23 0:36,"As partner driver, I find this app to have too many problems.",App Bugs / Payment Issue
10/10/20 21:18,Couldn't deliver because despite being a state building. The damn app had no idea where my location was.,App Bugs / Payment Issue
4/28/21 5:02,Please don't use this they is a hunk of bs,Others
7/24/20 14:43,Stupid app. Says I live too far away and I live in town. Too bad. I uninstalled you. Doordash has my business now!,App Bugs / Payment Issue
9/11/23 1:02,"I've had several bad experiences with this service. The most recent was an order for two pizzas from Papa John's. I selected the option for ""meet driver at the door"" because I don't like my food left on unclean surfaces. The driver sent a child (maybe 10?) From his car with one pizza. The boy dropped it on the doorstep, made a rude gesture at my door camera, then ran back to the car. My only recourse was to mark the item missing and be refunded for the missing pizza only, not my generous tip.",Delivery Issue
6/22/23 1:58,"Too many mistakes made on my orders,get it together please!",Order Accuracy
10/26/22 0:58,"Bad app. Always running into issues. Build an order get to the payment screen only to have an ""unknown error"". This happens more than it doesn't.",App Bugs / Payment Issue
4/7/21 6:11,Exactly 0 stars the last 2 times I've attempted to use them they No exaggeration tried to kill me. I'm an insulin dependent diabetic waited for more than 3 hours for my food to show up saying it was on its way never showed up. By the time they finally let me know my food wasn't coming anywhere to get food was closed I travel for work therefore I have no food in my hotel Room where am staying.,Delivery Issue
10/5/20 22:24,Delivery didn't get to me. It says it was delivered but I got no call or text from the driver. Had to go and get a refund for my money. Wish I could give 0 stars.,Delivery Issue
8/13/23 2:49,Never again!!!!! Is the best way they are getting my business!!!!,Others
1/6/23 18:30,Missing Item. I got refunded $7.98 from it but if I were to try and order that item again then I would have to pay around $19 total so of course now I feel robbed.,Order Accuracy
10/12/22 20:19,"I have had too many time where my food didn't show up or showed up messed up. The app is so slow. I had to delete it. I just checked, I never got my money back from orders that never showed up.",App Bugs / Payment Issue
1/20/21 21:02,Orders are constantly canceled,Delivery Issue
10/20/20 21:42,"This is trash I do not recommen this app better download Doordash is better I jus was trying this one but it really disappoint me, wrong order",Order Accuracy
3/28/21 0:06,They don't take food safety seriously when you report something... Nothing and I mean nothing should come unbagged so it can be potentially tampered with without you knowing so thank you for wasting my money.,Order Accuracy
1/15/21 5:55,Worst food delivery app. They do not care if you have terrible service. I have had many drivers never deliver my food or that drive around for an hour after picking up the food before they deliver it. Customer support never does anything to help. They also continue letting these drivers do this to other people (one driver in particular is known at my favorite restaurant for taking orders and never delivering them). I've been screwed over way too many times to use this app again.,Delivery Issue
4/4/21 3:37,Never got my food had to reorder from Doordash,Delivery Issue
8/11/22 21:14,needs to have geo map to see restaurants in real time like door dash,App Bugs / Payment Issue
5/7/23 21:05,Signed up via Amazon deal. Can't place any orders. The app keeps crashing. Card was charged even though order was not placed because the app crashed. Customer service continually disconnected on my chats. Grubhub has now closed my account and refuses to refund my money. If you like actually receiving the food that you ordered don't get this app. If I could rate this lower than one star I would,App Bugs / Payment Issue
8/8/20 6:02,Messed up on multiple orders that restaurants comp due to GrubHubs lack of actual accountability: why offer removal of items or vegan or vegetarian if the requests are going to be met?,Order Accuracy
4/7/21 17:08,"Unfortunately I'm done with this app, maybe my address is to hard for them, no other company has an issue, but these 1/2 refunds with no food delivered are to much.",Delivery Issue
10/1/21 18:15,Could not order breakfast! Kept saying order could not be accepted???,App Bugs / Payment Issue
9/16/21 23:22,I prefer to order on the website and not need to download an app to order.,App Bugs / Payment Issue
6/2/21 22:11,"Worked well in the beginning, then just sucked at the end. I did not receive my order, so, I reported it missing, even chatted with someone for help only to be ignored, nor did I get refund.",Customer Support Experience
7/4/20 1:03,"Ok. So, they fixed it the app, sort of. They give me a partial refund on their screw up and make it REALLY hard to contact them. UberEats and DoorDash have finally become pretty good, while GrubHub falls off.",Customer Support Experience
5/10/22 3:46,"4 out of 5 orders never showed & we had to wait 3 or more hours each time before it notified us that our order was canceled. By the time we find out our order isn't coming, it is too late to place another order elsewhere. My experience with grubhub has not been good at all.",Delivery Issue
8/19/20 19:23,Drivers pick up two deliveries at once some of us are on our lunch break and have to wolf down our food thanks to them taking multiple deliveries! So they shouldn't be allowed to do two at a time!,Delivery Issue
4/6/23 3:19,GARBAGE APP! Waited 50 min before they told me the restaurant we ordered from was closed. Does the restaurant not accept the order when placed?.. ridiculous.. then we had to go back and forth with a representative for a refund... after my order wasn't even picked up uoN,Customer Support Experience
9/3/22 2:08,Doesnt allow you to cancel an order...no customer sevice exist,Customer Support Experience
6/17/23 18:38,charging a delivery fee when that's the nature of your business is robbery. I hope it goes 100% to the drivers and not to your corporate corrupt bottom line.,Price / Cost Complaint
11/9/20 0:04,Would be better if they had people to actually work and deliver it.,Delivery Issue
10/25/22 17:31,"non working promo codes and discounts don't work. frustrating, I will not be using again!!!",App Bugs / Payment Issue
1/23/24 17:29,"Customer service is outsourced to foreigners that don't know English, drivers are treated unfairly. Overall the entirety of GH is an unethical, unpopular company.",Customer Support Experience
10/22/20 18:42,By far the worst of the food delivery apps! One order charged my account 3 times with no delivery!,App Bugs / Payment Issue
8/13/23 13:36,The delivery personnel do not follow instructions. They leave food outside on the ground of apartment building. Instructions are to give to customer.,Delivery Issue
3/29/21 3:16,"Prices are way too highuSSP,Ac,oAOe",Price / Cost Complaint
10/24/21 3:34,Great app but poor customer service. I was Overcharged $20.09 when my meal was $33.10. I was told I would be Redirected to the Refund department. NOPE I get hanged up on. I text through the chat feature. And asked a to provide my number then my email and receipt# and told I'll be Redirected to the Refund department. Nope not a call or email then they leave the chat. Stealing and not resolving the issue is there thing. Look up others with Similar issues.,App Bugs / Payment Issue
9/1/21 1:25,"I have had an unacceptable number of orders never get delivered and the customer service response is always essentially ""Oops!"" I recommend anyone use a more reliable service.",Customer Support Experience
4/8/23 4:18,"Do NOT use Grubhub. I gave them MANY chances, they were always late, food cold or canceled my order due to no drivers available. This is a TERRIBLE service because there IS no service!!",Delivery Issue
12/24/22 2:30,Nightmare just to sign in.,App Bugs / Payment Issue
1/20/23 1:49,Terrible ad terrible service can't deliver becuase mcdonald Is 10 mins and and not right next to my house,Delivery Issue
12/10/22 22:24,Nothing in my area uoi...,Others
7/20/20 23:43,Awful app! Waited probably an hour twice for dinner only to have them cancel the order. If the restaurant isn't open then why do they update you as your order is placed? Shouldn't it cancel automatically after not getting a response to the restaurant? My stomach feels nauseated now and I have to find dinner AGAIN and wait for it to be made. Never had this issue with door dash or Uber eats. Deleting this app now and I hope others do the same!,Delivery Issue
10/9/21 18:07,"Garbage. Feel free to use if you wanna lose money and waste time. Absolutely useless, I did not order this",Order Accuracy
8/30/20 4:07,"BEWARE! We also had given this Grubhub 5 stars, the same night we recieved our order with A BITE TAKEN OUT OF ONE OF OUR ITEMS!!!! GRUBHUB IS DANGEROUS!",Order Accuracy
11/5/20 1:07,Unacceptable service took an hour and a half to get fast food from a resteraunt 10 minutes away,Delivery Issue
9/18/21 23:54,does not let drivers know when delivering to a military base. has not fixed issue after multiple complaints. other apps do not have the same problem. this is my last time using this app as they gave me a coupon for my complaint.,Delivery Issue
1/24/23 2:23,"I liked the app and the service for quite awhile. Got frustrated by the poor follow up with a couple bad experiences. That combined with noticing that the app is putting the same business listing multiple times just using different names. How is that fair to the consumer? I may have chose to not order from one place for any reason, but then may unknowingly order from there again because the name isn't the same. Seems deceptive, and with the markup your service charges, deception isn't just.",App Bugs / Payment Issue
10/22/22 0:34,"Fraudulent charges associated with your business and the best anyone can tell me is 48 hours for a turnaround? I don't know what kind of garbage customer service operation you're using but this isn't acceptable. Your ""customer experience team"" needs a serious overhaul if all your chat agents can do is tell me is another 48 hours every time I chat. I'm issuing a dispute and I'm closing my account.",Customer Support Experience
5/7/20 0:34,Garbage drivers and garbage customer service. I never received my order and they didn't even give me a refund. Only order from this place if you want your money stolen.,Customer Support Experience
7/19/20 1:04,"If you sat down at a restaurant, and ordered dinner and the food did not arrive for 2 hours, and then showed up cold, would you pay full price? If the manager offered a discount on your next visit, would you come back? That's grub hub in a nutshell",Delivery Issue
3/27/21 4:26,Worst food delivery app available!! All my food orders have had issues or missing half the order!! Don't recommend!!,Order Accuracy
11/22/21 1:36,it never let's me put in more than one item. but the minute I hand it off to someone else it works. even though we're doing the same actions.,App Bugs / Payment Issue
4/24/21 1:10,"Worst customer experience. Constantly missing items, rude drivers who can't follow directions, and awful customer service. Save yourself a headache and don't get this app!",Order Accuracy
2/3/21 8:24,"Worse app i ever use , not recommended",App Bugs / Payment Issue
6/22/20 5:49,"This company does not know how to do their own job. Screwed up the order communication with the restaurant. Then when I called GrubHub Customer Service, they lied to me and told me that the food had been picked up and was on the way after I had already called the restaurant and confirmed that they never received the order.",Customer Support Experience
12/11/20 3:35,this company need to get their sht togehther missed my first two orders and now blocking my account worst app eeverrrrrr,Customer Support Experience
12/15/21 18:24,"If you're considering getting this app over uber or door dash, let me save you time: DON'T Every order I've attempted to make has never gone through and/or is cancelled. I literally cannot order through this app.",App Bugs / Payment Issue
8/5/21 3:02,Not able to use since the update on July 27th. App hangs when trying to place an order.,App Bugs / Payment Issue
12/16/21 4:37,Waited 2 hours for my order had to end up pickin it up what ever you do go to doordash or ubereats or postmates,Delivery Issue
6/30/20 20:43,"Not a good app. Only 2 restaurants showed up on the list of places to order from, and I don't like either of them. Need more choices for food. I'd give 0 stars if I could. Doordash is much better and has a lot of places to choose from.",Others
2/8/22 2:59,UPDATE 2/2022 AFTER WELL over a year with this app. I give up. The resteraunts never seem to get meals correct and if heaven forbid you demand a REFUND FOR FOOD YOU DID NOT RECEIVE. Your account is flagged and when the driver doesn't bother delivering your order at all Your simply out of luck. I wasted $23.00 tonight on food that never made it to my door. Do not waste your money with this company. The guarantee is a JOKE. They have no problems telling you to take A flying leap GO DOOR DASH!,Order Accuracy
9/29/23 5:36,I've finally deleted my account despite Amazon making delivery partly free. Every single order was late in a metro area of 2 million. I wast2d a $7 credit for an order that wasn't even picked up before.th3 restaurant closed and was an hour late. They apparently can't pay drivers enough to cover the area.,Delivery Issue
5/6/20 3:33,Ordered food. Accidentally sent it to the wrong address. There was a 10 min wait for customer service and 3000 people waiting in line to chat. I called the restaurant and explained the situation they said no problem. When it updated and said it was on the way I messaged the driver and explained my situation. They said they could only deliver to address (even tho I'm calling from number associated with my account.) Meanwhile it says it was delivered at 7:54pm. NOT DELIVERED!! DRIVER WONT ANSWER,Delivery Issue
1/28/21 5:27,The ads basically tell me all i need to know about this app i just downloaded it to write this review,Others
9/17/20 3:06,"Garbage, charges me $10 more than other delivery apps",Price / Cost Complaint
3/9/23 3:16,"Why does adding more food to my cart, resulting in a higher cart total price, result in an increased service fee, which is originally supposed to be there for those people that want to order $5 of items for delivery?",Price / Cost Complaint
5/28/20 13:42,pisses me off they cancelled my order with no explanition,Delivery Issue
5/14/20 2:48,"Excellent at losing orders! I have used Grubhub a handful of times, they've only successfully delivered me a correct order once. Today, they have delivered my order to a mystery location that even the driver couldn't explain. Thank you, Grubhub, for the 100% refund of the lost order, but after waiting on hold for 20+ minutes & an agent ended chat to resolve YOUR MISTAKE, you have successfully lost a customer. Use another service or go pick it up yourself!",Delivery Issue
5/29/23 15:45,"""Help"" option is completely unusable 100% of the time. Always missing information that messes up the order. I had an order pre-ordered for nearly 7 hours before it canceled, now I have no time to order again. Why was pre-ordering at that time even an option if it turns out it was unavailable? Wanted to keep using perks I had, but probably switching to another service from now on, especially if I'm not able to ever contact them. Always ""comnection error"".",App Bugs / Payment Issue
7/8/20 23:54,Awful delivery add 1 hour to what it says. Terrible delivery service. No stars.,Delivery Issue
11/3/21 15:11,"My food is always late or cold unless delivered by the restaurant, customer service is never helpful when my order is late or I want to cancel",Delivery Issue
12/18/20 23:55,"Lots of negative experiences. Delivery times doubling, app glitching, orders getting cancelled after taking an hour over the estimated time. Most recently, I placed an order for later that week, double checked date was right, then paid. The order then showed as ASAP. Tried to contact them to let them know but they said they couldn't fix it. So I got charged for their app's glitch because ""the restaraunt is already making it"". A friend had similar experience. Poor app, operations, and service.",App Bugs / Payment Issue
12/26/20 0:49,"Not happy. Ordered Christmas dinner for my boyfriend across the country. Set delivery for 6:30pm. It arrived at 3:30pm his time, 6:30pm my time. One can only assume it would be delivered at that time in the restaurants/recipients time zone since there is no specification on time zones. He wasn't home yet so hot dinner is sitting on the cold front porch. Customer service just sent his deepest apologies and didn't offer any help. Maybe a refund on delivery or free delivery next time?",Delivery Issue
3/11/21 0:31,Orders Wrong Two Nights in a Row,Order Accuracy
8/18/21 4:26,I am very unhappy with this app and service I have not received my food for the second time it be no biggie if it was 5 dollars but I paid 41 dollars for my food and I still haven't received my money from the first order they lost,Price / Cost Complaint
11/4/20 14:57,"They just take your money, i ordered for a delivery and it got switched to pick up i asked customer service for my refund since i was unable to pick and it was not givin to me instead they would try to force me to take a discount from them which i did not want nor did the restaurant want to give me my refund back so never again will i use grubhub, if you want better service go to uber eats from now on.",Customer Support Experience
10/5/21 0:18,"Typical. The old app worked fine, so GrubHub had to change it so its managers feel important. Since the change, the app sucks up all memory until it locks up. Desktop still works, but right now, this app literally doesn't.",App Bugs / Payment Issue
5/18/21 20:54,"Don't use this app. It constantly gets your orders wrong & when you ask for a refund, GrubHub only reimburses you for the food and not the driver tip, service fees, or delivery fees they charged you.",Order Accuracy
11/15/20 5:20,Aperently the drivers can not follow listed instructions... Why even give an option if they dont read it????,Delivery Issue
4/24/21 2:38,"was not taking my debit card for payment had to use credit card, ridiculous",App Bugs / Payment Issue
8/25/22 14:15,"When editing an existing order, the app creates a new order, thus being charged for both versions of the order. I got NO REFUND! Grubhub needs to fix the edit order feature.",App Bugs / Payment Issue
5/15/20 1:57,"I have used this app a few times hoping it would redeem itself but the people who work for grubhub suck. My food is always late, cold, and wrong. The drivers also never follow my ""LEAVE IT AT MY DOOR"" request. I will not use this app anymore.",Delivery Issue
6/7/21 15:25,"Only happens with grubhub, not door dash or Uber eats. Restaurant is across the street but I can't leave my home at times. Original eta is usually 20-30 min long but always gets extended by 40-60 min after original time expires. It's across the street....",Delivery Issue
12/24/21 1:42,The f%!$@king worst. Order is never right. You pay a premium for delivery to be disappointed. Not sure what their buisness model is. But it's not to fulfill their end of the transaction.,Order Accuracy
9/19/21 18:06,Ask your Android Devs to make more than one Notification Channel and NOT put promotional spam notifications in the same one as delivery notifications.,App Bugs / Payment Issue
4/24/23 8:54,It's like ordering food but there's only a 50% chance it'll actually show up.,Delivery Issue
4/3/21 0:14,"The last time I ordered, the delivery lady had her dog in the backseat with my food. After she brought my food to me, she let her dog out of her car to use the bathroom in my yard. Then, she threw her trash out of the door as she was getting back in. Ok, I let it go. I got her as my driver again, and I contacted Grubhub to cancel my order because she was disrespectful to my home. Long story short. They couldn't cancel the order. She still picked up my food. NOT OKAY! CANCELLED MEMBERSHIP!",Delivery Issue
