date,content,score,userName,app,platform,Label 1 (Kenneth),Label 2 (Ben),Label 3 (Sahil)
12/9/22 3:20,Horrible customer service! The wait time and driver changes multiple times once an order is placed. Then when u want to cancel an order you have to have a 30 minute conversation with there customer service just to get it canceled. Use uber eats or doordash instead.,1,Darian Stewart,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
11/7/22 22:41,Would not accept debit card what a waste of timeuoPS,1,Lori Cogbill,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
7/14/22 1:13,"Horrible experience, on multiple orders, if they end up delivering food it's cool / delayed.",1,Mark Grap,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
9/21/22 9:17,Every order gets cancelled even when leaving an 60% tip not sure what the point of the service is if they can't deliver. I'm just going to cut my loses and uninstall. Uber Eats and Doordash seems to be more reliable.,1,Jonathan Sandoval,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/5/20 23:07,"Excess delivery fees, after tonight I will not be using again.",1,Steve Mullins,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/30/20 16:23,How can you show me restaurants in my area of none of them are available to order from? What's the point?,1,Krissy Walter,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/9/20 17:55,I order food at 7am and it kept getting delayed over and over till it said delivery expected time is 10am.. HELLL NAAAAAAA-Ms Sophia Voice,1,7MotH,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/3/23 23:26,My account was hacked and GrubHub has done NOTHING. I have talked to 4 different agents and nobody has been able to fix the fraudulent charges. The person who stole my account even changed the email and I can't get access anymore. Nobody has been able to help me even with a ticket number. I would recommend not to use this service. If you need to use it be vigilant of charges.,1,Iriana Cruz,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
4/29/20 19:01,The app didn't ask me for my address it just chose where to send my order. 2 cities away from me. There isn't an easy way to cancel an order. I got a customer service agent after 20 minutes and they told me the restaurant was preparing my meal already and there was nothing they could do for me. I'm out $30 and I didn't get my good. I'm disappointed and frankly pissed off by this.,1,Jasper Davidson,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/15/21 0:38,Why is literally every coupon code you send me expired,1,BH Picasso,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
3/28/22 18:15,"Since mid of February, Grubhub haven't refund me, instead they had charged me automatically 3X of the GB+ membership and many restaurant orders this whole month of March including today without me knowing. They said I'm unable to use my account because I'm blocked from my account, but GrubHub staffs are ordering food over $90 on my Bday and among other orders. uo+-uSSOu*uSSiuo+uoSSuodeguSS"" Total of $500. What's going on GRUBHUB?!",1,Mei Li,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
1/13/22 17:42,taxes and fees are way too much! Can't prser anything except for menu options easily.,1,Joshua,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
12/21/22 23:41,Nothing to offer in my area did not want my business.,1,Eric Lutes,Grubhub,Google Play,Others,Others,Others
5/9/21 19:57,"Decided to give another chance. Still comically bad. Wildly inaccurate menus. Wildly inaccurate hours. Says everything is always closed when it isn't. Doesn't have any way to report errors, because they simply don't care. What boomer made this....? This couldn't possibly have passed beta testing.",1,Happy Killmore,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
2/7/23 2:46,Nothing wants to work and is always telling me something is wrong with my payment method and it wont even delete something if i decide not to get it.,1,Ryan Harless,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
6/29/23 6:28,My 1st time using it they tried to take my money and cancel my order,1,Sabe,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/15/21 2:50,"I am a driver, here's a tip. If you are not tipping before, or only tipping $2-$3 then the driver is probably only going to make less than $6. If the delivery is going to take 20min+ then your order might not get picked up, unless it's by a new driver who is desperately trying to maintain a 100% delivery rate. I can't survive off of $6 orders, so if you tip at minimum $5 then I bet your orders are more likely to be prioritized. I'll add, I waited 45 minutes for an order, GH paid me less than $3",1,Bo Koering,Grubhub,Google Play,Others,Others,Others
2/8/22 20:56,"The app is great, this issue is service! I canceled my membership a few weeks ago! Traveling and ordered 100 worth of food and the driver had the audacity to show up with no utensils and I put on every item utensils pls. Noone had anything to eat with when I got food, Alfredo!! And they didn't care basically said nothing we can do. Good luck eating chicken alfredo with your hands! Door dash is way better anyway",1,Jeremiah Holland,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/20/20 22:02,Worst experience of my life first time ever ordering them the driver takes the food to the wrong location I try to get them to credit me my food they finally do after 30 minutes on the phone and then when I go to use the promo code it doesn't work worst customer service in the history of customer service,1,ShoMeMO Cannabis,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/10/24 1:07,Overpriced and slow. I ordered food and my meal was $27 but by the end of ordering it was 46. Some of this is excused $2 was tax and I tipped 30% but grubhub added a delivery fee of 5 dollars on top of a service fee which was another 2. Two separate fees thats totaling $7 on top of my order at least get rid of the service fee because what's the point the service is you delivering my food a service paid for by the delivery fee it just seems like they want to get more money from us.,1,Cyrus Goldwater,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
6/10/22 1:11,"My orders keep getting automatically cancelled and, despite subscribing to GrubHub+, my benefits don't show up and it keeps advertising the membership",1,Eleanor Borley,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/11/23 3:23,"Recent update has messed up typing in the app, so if there's an issue you can't message support. Terribly unorganized and getting worse with every update",1,Jake Norini,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
7/16/22 20:18,Very poor and glitchy app. would not go through to paypal or venmo. Messed up the quantity ordered and had to edit the order after purchase. There's a reason Grubhub has partnered with Amazon Prime to offer free delivery. This is easily the worst of the restaurant delivery options out there.,1,Maggie McReynolds,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
3/16/21 7:23,This app is the worst bro had me waiting 2hrs then customer care said it was the restaurant when the restaurant assured me my food was ready that its grubhub pushing back my order then they canceled my order! Dont accept orders if drivers are not available now I have to wait 5 days for a refund,1,Tina Llamas,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
3/16/21 20:47,"They didn't refund me when I tried to cancel my order. Neither grub hub nor the restaurant wouldn't let me refund or cancel my order. They didn't even confirm the order, yet they won't refund me. Very disappointed. Not using this app ever again.",1,Shelsea Nunez,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/6/20 23:55,They send you pickup coupons and its a delivery service and then there coupons dont work as well.. YOU GUYS SUCK...,1,Christopher Kelly,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/15/21 3:25,"The absurd fees don't make it worth ordering, even with their most generous promo codes. $10+ not counting delivery OR tip. Just random fees. And if you ever order a drink, you will NOT get it. And then you won't even be able to report that it was missing from the order to get it refunded. All this is assuming it doesn't glitch out and lets you order at all. New year, new delivery app for me.",1,Alicia B,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
1/27/22 0:03,"I was robbed. I ordered chips and an energy drink for pick-up, yet I only got chips because they were out of the type of drink I ordered. I neither got the credit back or the drink replaced with something similar, either. In fact, the guy tried to make me buy another energy drink on top of the one I bought but wasn't getting. Complete scam. Not using GrubHub ever again. What a freaking joke.",1,Kyle Palmer,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
12/31/23 22:24,"I wasted money on a gift card/credit that I can't even use because ""terms apply"" but then there's no link to those terms when I try to find it. Absolutely waste of money and time.",1,Ken Koullapi (Crow),Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
8/17/21 21:26,Absolutely horrible experience. I ordered a delivery an hour ahead of time and it took almost two hours for my food to be delivered from a shop 10 minutes away. So I spent my entire lunch break without food and had to eat my lunch while working thirty minutes after my lunch break and almost two hours after the scheduled delivery. Then when I report that it was so late they only offer me $10 off my next order and do nothing about the $22 order that was two hours late. I don't even get to a person,1,Kyle Linder,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/4/22 5:39,"Drivers frequently have problems delivering to my door, but this last order takes the cake. A full hour after I placed an order that was supposed to take 20 minutes the order gets canceled because of a missing menu item. Maybe someone could have seen that before waiting an hour? Maybe someone could have been less rude on the phone when telling me they were canceling my order. I get the plus service for free from work and this still isn't worth it with that customer service.",1,Marc Vouve,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
2/26/22 14:43,I'm putting my full address in and it's showing no restrurants in my area open and it was plenty open when I enter just zip code,1,Timothy Meeks,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/29/20 7:21,Cant place an order it just keeps saying unknown error after I submit my CC information and click review order,1,Chad Beal,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
3/8/23 1:58,Helped me realize the worth of picking my own damn food up and stop being lazy. That's all I can thank them for. They forgot my food at the restaurant. They told me all they could do for me was refund me for the missed item and place another order. Claim they had no way to contact a driver to pick up and deliver the missing item. No idea how they can't ping someone to do this. No effort to make things right. Shouldn't have to wait a second hour b/c of their mistake. Poor excuse of a company.,1,Ryan,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
2/8/21 0:29,People don't check the orders I've gotten the wrong order multiple times IDK if it's the driver or the restaurant but People are handing out anything,1,Phoebe Atewogboye,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
9/17/22 5:04,"Don't know why this app has 4.5 stars yeah their service is ""free"" through Amazon Prime but there's no way of easily sorting out the food types, open locations and it even shows me locations that don't deliver to my address. Like why bro? It was looking so good till I find out they don't deliver lol trash don't download and waste your time.",1,Raul M,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/25/23 16:34,Had 200 dollars in gift card after the birth of my son. Only got to use about 30 dollars before they locked and eventually deleted my account and took my money.,1,Matt Summers,Grubhub,Google Play,Others,Others,Others
3/21/21 2:24,Charge you 20$ more than ordering from the original food site so they ripping you off,1,leslie marie,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
11/14/20 19:46,"The new version of this app really sucks!! You can use any of your saved addresses. And when I type in my home address. The app tells me that no such restaurants available. So, I'm getting rid of it until they can come up with a better version!",1,Phoenix Nimitz,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
2/7/21 18:38,"Updated 2/7/21 Now that GH is charging ridiculous fees like DoorDash, we'll go back to calling directly and limiting our choices. 18% for operating expenses?!? Like the amount we order has ANY correlation to your costs. What a disappointment.",1,Daniel Walker,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
1/7/21 22:37,It's a horrible app. Nope..just nope.,1,ivorlon williams,Grubhub,Google Play,Others,Others,Others
11/6/23 21:41,Don't know were they left my food,1,Donna Johnson,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/30/20 22:43,$15 of fees on a $65 meal not including tip...,1,A 1,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
10/21/20 15:46,"Terrible drivers. I ordered Chipotle, forgot to get a side of sour cream, updated notes for driver; extra cash tip if they can pick it up for me. Dude goes through my bag, puts the queso on top, and when he arrives he sets the food on the table by my door, and said it was the sour cream. As I get closer and hand him the tip I noticed it's yellow and I question him. He says ""it's in there I asked them for it"" Unsure, I let him walk away with the tip. Missing 2 tacos and 1 drink no sour cream.",1,Vicker G,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
2/2/21 23:04,can't order it keeps kicking me off and freezing,1,christopher wright,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/9/20 1:46,I don't like how it says FIRST DELIVERY FREE but it tried to charge me $6 delivery fee. Those lies are exactly why some family members & I had to uninstall the app. uoi,1,Dyhmand Pozo,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/11/23 0:36,"As partner driver, I find this app to have too many problems.",1,MrJTCherry,Grubhub,Google Play,Others,Others,Others
10/10/20 21:18,Couldn't deliver because despite being a state building. The damn app had no idea where my location was.,1,Branden Everitt,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/28/21 5:02,Please don't use this they is a hunk of bs,1,Them People,Grubhub,Google Play,Others,Others,Others
7/24/20 14:43,Stupid app. Says I live too far away and I live in town. Too bad. I uninstalled you. Doordash has my business now!,1,Marie Watts-Broome,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
9/11/23 1:02,"I've had several bad experiences with this service. The most recent was an order for two pizzas from Papa John's. I selected the option for ""meet driver at the door"" because I don't like my food left on unclean surfaces. The driver sent a child (maybe 10?) From his car with one pizza. The boy dropped it on the doorstep, made a rude gesture at my door camera, then ran back to the car. My only recourse was to mark the item missing and be refunded for the missing pizza only, not my generous tip.",1,Sean Aldrich,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/22/23 1:58,"Too many mistakes made on my orders,get it together please!",1,Timothy Daugherty,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/26/22 0:58,"Bad app. Always running into issues. Build an order get to the payment screen only to have an ""unknown error"". This happens more than it doesn't.",1,Toshaheri Talvinen,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/7/21 6:11,Exactly 0 stars the last 2 times I've attempted to use them they No exaggeration tried to kill me. I'm an insulin dependent diabetic waited for more than 3 hours for my food to show up saying it was on its way never showed up. By the time they finally let me know my food wasn't coming anywhere to get food was closed I travel for work therefore I have no food in my hotel Room where am staying.,1,Mike Bovard,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/5/20 22:24,Delivery didn't get to me. It says it was delivered but I got no call or text from the driver. Had to go and get a refund for my money. Wish I could give 0 stars.,1,Oscar Gutierrez,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/13/23 2:49,Never again!!!!! Is the best way they are getting my business!!!!,1,Mscoates34,Grubhub,Google Play,Others,Others,Others
1/6/23 18:30,Missing Item. I got refunded $7.98 from it but if I were to try and order that item again then I would have to pay around $19 total so of course now I feel robbed.,1,Mario Rami,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/12/22 20:19,"I have had too many time where my food didn't show up or showed up messed up. The app is so slow. I had to delete it. I just checked, I never got my money back from orders that never showed up.",1,Rachel Weiser,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
1/20/21 21:02,Orders are constantly canceled,1,T Matthews,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/20/20 21:42,"This is trash I do not recommen this app better download Doordash is better I jus was trying this one but it really disappoint me, wrong order",1,Erlyn santos,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
3/28/21 0:06,They don't take food safety seriously when you report something... Nothing and I mean nothing should come unbagged so it can be potentially tampered with without you knowing so thank you for wasting my money.,1,Reellan Whitaker,Grubhub,Google Play,Others,Others,Others
1/15/21 5:55,Worst food delivery app. They do not care if you have terrible service. I have had many drivers never deliver my food or that drive around for an hour after picking up the food before they deliver it. Customer support never does anything to help. They also continue letting these drivers do this to other people (one driver in particular is known at my favorite restaurant for taking orders and never delivering them). I've been screwed over way too many times to use this app again.,1,Hannah Zogg,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/4/21 3:37,Never got my food had to reorder from Doordash,1,Angela Perez,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/11/22 21:14,needs to have geo map to see restaurants in real time like door dash,1,edgar bannick,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/7/23 21:05,Signed up via Amazon deal. Can't place any orders. The app keeps crashing. Card was charged even though order was not placed because the app crashed. Customer service continually disconnected on my chats. Grubhub has now closed my account and refuses to refund my money. If you like actually receiving the food that you ordered don't get this app. If I could rate this lower than one star I would,1,V. Thomas,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
8/8/20 6:02,Messed up on multiple orders that restaurants comp due to GrubHubs lack of actual accountability: why offer removal of items or vegan or vegetarian if the requests are going to be met?,1,Patrick Clark,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
4/7/21 17:08,"Unfortunately I'm done with this app, maybe my address is to hard for them, no other company has an issue, but these 1/2 refunds with no food delivered are to much.",1,Sean Sudduth,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/1/21 18:15,Could not order breakfast! Kept saying order could not be accepted???,1,Christopher Stevens,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
9/16/21 23:22,I prefer to order on the website and not need to download an app to order.,1,jasmine Guzman,Grubhub,Google Play,Others,Others,Others
6/2/21 22:11,"Worked well in the beginning, then just sucked at the end. I did not receive my order, so, I reported it missing, even chatted with someone for help only to be ignored, nor did I get refund.",1,ToMyDismay,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/4/20 1:03,"Ok. So, they fixed it the app, sort of. They give me a partial refund on their screw up and make it REALLY hard to contact them. UberEats and DoorDash have finally become pretty good, while GrubHub falls off.",1,William Patton,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
5/10/22 3:46,"4 out of 5 orders never showed & we had to wait 3 or more hours each time before it notified us that our order was canceled. By the time we find out our order isn't coming, it is too late to place another order elsewhere. My experience with grubhub has not been good at all.",1,Natasha Rutland,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/19/20 19:23,Drivers pick up two deliveries at once some of us are on our lunch break and have to wolf down our food thanks to them taking multiple deliveries! So they shouldn't be allowed to do two at a time!,1,Lorna Kluver,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/6/23 3:19,GARBAGE APP! Waited 50 min before they told me the restaurant we ordered from was closed. Does the restaurant not accept the order when placed?.. ridiculous.. then we had to go back and forth with a representative for a refund... after my order wasn't even picked up uoN,1,P S,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
9/3/22 2:08,Doesnt allow you to cancel an order...no customer sevice exist,1,Ted Scallop,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
6/17/23 18:38,charging a delivery fee when that's the nature of your business is robbery. I hope it goes 100% to the drivers and not to your corporate corrupt bottom line.,1,CINNMON _10,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
11/9/20 0:04,Would be better if they had people to actually work and deliver it.,1,Chelsea Roosa,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/25/22 17:31,"non working promo codes and discounts don't work. frustrating, I will not be using again!!!",1,deb T,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
1/23/24 17:29,"Customer service is outsourced to foreigners that don't know English, drivers are treated unfairly. Overall the entirety of GH is an unethical, unpopular company.",1,Mylan DacMonald,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/22/20 18:42,By far the worst of the food delivery apps! One order charged my account 3 times with no delivery!,1,Brendan Mahathey,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/13/23 13:36,The delivery personnel do not follow instructions. They leave food outside on the ground of apartment building. Instructions are to give to customer.,1,Sheryl House,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/29/21 3:16,"Prices are way too highuSSP,Ac,oAOe",1,Renee Franzi,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
10/24/21 3:34,Great app but poor customer service. I was Overcharged $20.09 when my meal was $33.10. I was told I would be Redirected to the Refund department. NOPE I get hanged up on. I text through the chat feature. And asked a to provide my number then my email and receipt# and told I'll be Redirected to the Refund department. Nope not a call or email then they leave the chat. Stealing and not resolving the issue is there thing. Look up others with Similar issues.,1,Nias Amen,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
9/1/21 1:25,"I have had an unacceptable number of orders never get delivered and the customer service response is always essentially ""Oops!"" I recommend anyone use a more reliable service.",1,Thomas Corbin,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
4/8/23 4:18,"Do NOT use Grubhub. I gave them MANY chances, they were always late, food cold or canceled my order due to no drivers available. This is a TERRIBLE service because there IS no service!!",1,Tonia Hall,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/24/22 2:30,Nightmare just to sign in.,1,Julia Allen,Grubhub,Google Play,Others,Others,Others
1/20/23 1:49,Terrible ad terrible service can't deliver becuase mcdonald Is 10 mins and and not right next to my house,1,IAMADOGESO Kd,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/10/22 22:24,Nothing in my area uoi...,1,STRICTJUSTICE,Grubhub,Google Play,Others,Others,Others
7/20/20 23:43,Awful app! Waited probably an hour twice for dinner only to have them cancel the order. If the restaurant isn't open then why do they update you as your order is placed? Shouldn't it cancel automatically after not getting a response to the restaurant? My stomach feels nauseated now and I have to find dinner AGAIN and wait for it to be made. Never had this issue with door dash or Uber eats. Deleting this app now and I hope others do the same!,1,OmgJabbers94,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/9/21 18:07,"Garbage. Feel free to use if you wanna lose money and waste time. Absolutely useless, I did not order this",1,DohnJoe,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
8/30/20 4:07,"BEWARE! We also had given this Grubhub 5 stars, the same night we recieved our order with A BITE TAKEN OUT OF ONE OF OUR ITEMS!!!! GRUBHUB IS DANGEROUS!",1,1996vivian,Grubhub,Google Play,Others,Others,Others
11/5/20 1:07,Unacceptable service took an hour and a half to get fast food from a resteraunt 10 minutes away,1,Kaine Bailey,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/18/21 23:54,does not let drivers know when delivering to a military base. has not fixed issue after multiple complaints. other apps do not have the same problem. this is my last time using this app as they gave me a coupon for my complaint.,1,Tiara Light,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/24/23 2:23,"I liked the app and the service for quite awhile. Got frustrated by the poor follow up with a couple bad experiences. That combined with noticing that the app is putting the same business listing multiple times just using different names. How is that fair to the consumer? I may have chose to not order from one place for any reason, but then may unknowingly order from there again because the name isn't the same. Seems deceptive, and with the markup your service charges, deception isn't just.",1,kyle Mason,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/22/22 0:34,"Fraudulent charges associated with your business and the best anyone can tell me is 48 hours for a turnaround? I don't know what kind of garbage customer service operation you're using but this isn't acceptable. Your ""customer experience team"" needs a serious overhaul if all your chat agents can do is tell me is another 48 hours every time I chat. I'm issuing a dispute and I'm closing my account.",1,Tristan Barker,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
5/7/20 0:34,Garbage drivers and garbage customer service. I never received my order and they didn't even give me a refund. Only order from this place if you want your money stolen.,1,Nate Matteson,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/19/20 1:04,"If you sat down at a restaurant, and ordered dinner and the food did not arrive for 2 hours, and then showed up cold, would you pay full price? If the manager offered a discount on your next visit, would you come back? That's grub hub in a nutshell",1,Azim M,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/27/21 4:26,Worst food delivery app available!! All my food orders have had issues or missing half the order!! Don't recommend!!,1,Ramiro Calderon,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
11/22/21 1:36,it never let's me put in more than one item. but the minute I hand it off to someone else it works. even though we're doing the same actions.,1,Brittney Sanborn,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
4/24/21 1:10,"Worst customer experience. Constantly missing items, rude drivers who can't follow directions, and awful customer service. Save yourself a headache and don't get this app!",1,Lena Lambert,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
2/3/21 8:24,"Worse app i ever use , not recommended",1,Scarleet,Grubhub,Google Play,Others,Others,Others
6/22/20 5:49,"This company does not know how to do their own job. Screwed up the order communication with the restaurant. Then when I called GrubHub Customer Service, they lied to me and told me that the food had been picked up and was on the way after I had already called the restaurant and confirmed that they never received the order.",1,Raul Duke (Topher Jones),Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
12/11/20 3:35,this company need to get their sht togehther missed my first two orders and now blocking my account worst app eeverrrrrr,1,Rick Chen,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/15/21 18:24,"If you're considering getting this app over uber or door dash, let me save you time: DON'T Every order I've attempted to make has never gone through and/or is cancelled. I literally cannot order through this app.",1,Mars1040,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/5/21 3:02,Not able to use since the update on July 27th. App hangs when trying to place an order.,1,Jeanette Breton,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/16/21 4:37,Waited 2 hours for my order had to end up pickin it up what ever you do go to doordash or ubereats or postmates,1,Sheronda Yancy,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
6/30/20 20:43,"Not a good app. Only 2 restaurants showed up on the list of places to order from, and I don't like either of them. Need more choices for food. I'd give 0 stars if I could. Doordash is much better and has a lot of places to choose from.",1,Horseangel46,Grubhub,Google Play,Others,Others,Others
2/8/22 2:59,UPDATE 2/2022 AFTER WELL over a year with this app. I give up. The resteraunts never seem to get meals correct and if heaven forbid you demand a REFUND FOR FOOD YOU DID NOT RECEIVE. Your account is flagged and when the driver doesn't bother delivering your order at all Your simply out of luck. I wasted $23.00 tonight on food that never made it to my door. Do not waste your money with this company. The guarantee is a JOKE. They have no problems telling you to take A flying leap GO DOOR DASH!,1,R. PeâˆšÂ±a,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
9/29/23 5:36,I've finally deleted my account despite Amazon making delivery partly free. Every single order was late in a metro area of 2 million. I wast2d a $7 credit for an order that wasn't even picked up before.th3 restaurant closed and was an hour late. They apparently can't pay drivers enough to cover the area.,1,Clayton M,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
5/6/20 3:33,Ordered food. Accidentally sent it to the wrong address. There was a 10 min wait for customer service and 3000 people waiting in line to chat. I called the restaurant and explained the situation they said no problem. When it updated and said it was on the way I messaged the driver and explained my situation. They said they could only deliver to address (even tho I'm calling from number associated with my account.) Meanwhile it says it was delivered at 7:54pm. NOT DELIVERED!! DRIVER WONT ANSWER,1,Kasey Summers,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
1/28/21 5:27,The ads basically tell me all i need to know about this app i just downloaded it to write this review,1,professional water drinker,Grubhub,Google Play,Others,Others,Others
9/17/20 3:06,"Garbage, charges me $10 more than other delivery apps",1,Taylor Biggart,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
3/9/23 3:16,"Why does adding more food to my cart, resulting in a higher cart total price, result in an increased service fee, which is originally supposed to be there for those people that want to order $5 of items for delivery?",1,Taco Seeker,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
5/28/20 13:42,pisses me off they cancelled my order with no explanition,1,HSO_spexz,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
